Name, Party, n_Spouses, n_Children, Religion, Birthyear 
Jene_Vickrey, Republican Party (United States), 0, 0, None, 1959 
Jenean_Hampton, Republican Party (United States), 0, 0, Baptists, 1958 
Jenifer_Branning, Republican Party (United States), 0, 0, None, 1979 
Jenise_May, Democratic Party (United States), 0, 0, None, None 
Jennette_Bradley, Republican Party (United States), 0, 0, None, 1952 
Jennie_M._Forehand, Democratic Party (United States), 0, 0, None, 1935 
Jennie_Robak, Democratic Party (United States), 0, 1, None, 1932 
Jennifer_Benson, Democratic Party (United States), 0, 0, None, None 
Jennifer_Bertino-Tarrant, Democratic Party (United States), 0, 0, Catholic Church, None 
Jennifer_Boysko, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1966 
Jennifer_Brady, Democratic Party (United States), 0, 0, None, None 
Jennifer_Brunner, Democratic Party (United States), 0, 0, Catholic Church, 1957 
Jennifer_Carroll, Republican Party (United States), 0, 1, None, 1959 
Jennifer_Daler, Democratic Party (United States), 0, 0, None, None 
Jennifer_Dougherty, Democratic Party (United States), 0, 0, None, 1961 
Jennifer_Dunn_(politician), Republican Party (United States), 0, 1, Catholic Church, 1941 
Jennifer_Elkins, Democratic Party (United States), 0, 0, None, None 
Jennifer_Fielder, Republican Party (United States), 0, 0, None, None 
Jennifer_Flanagan, Democratic Party (United States), 0, 0, None, None 
Jennifer_Garrison, Democratic Party (United States), 0, 0, Methodism, 1962 
Jennifer_Granholm, Democratic Party (United States), 0, 0, Catholic Church, 1959 
Jennifer_Haase, Democratic Party (United States), 0, 0, None, 1974 
Jennifer_Horn, Republican Party (United States), 0, 0, None, None 
Jennifer_Hunt, Democratic Party (United States), 0, 0, None, None 
Jennifer_Mann, Democratic Party (United States), 0, 0, Protestantism, 1969 
Jennifer_McClellan, Democratic Party (United States), 0, 0, Presbyterianism, 1972 
Jennifer_Palmieri, Democratic Party (United States), 0, 0, None, 1966 
Jennifer_Pomnichowski, Democratic Party (United States), 0, 0, Presbyterianism, 1967 
Jennifer_Roberts_(politician), Democratic Party (United States), 0, 0, None, None 
Jennifer_Shilling, Democratic Party (United States), 0, 0, None, 1969 
Jennifer_Sneed_Heebe, Republican Party (United States), 0, 0, None, None 
Jennifer_Sullivan_(politician), Republican Party (United States), 0, 0, Christianity, 1991 
Jennifer_Veiga, Democratic Party (United States), 0, 0, Catholic Church, 1962 
Jennifer_Weiss, Democratic Party (United States), 0, 0, None, 1959 
Jennifer_Williamson, Democratic Party (United States), 0, 0, None, None 
Jennings_Randolph, Democratic Party (United States), 0, 0, Seventh Day Baptists, 1902 
Jenny_Durkan, Democratic Party (United States), 0, 0, None, 1958 
Jenny_Horne, Republican Party (United States), 0, 0, None, 1972 
Jenny_Sanford, Republican Party (United States), 1, 0, None, 1962 
Jere_Beasley, Democratic Party (United States), 0, 0, Methodism, 1935 
Jere_Cooper, Democratic Party (United States), 0, 0, Presbyterianism, 1893 
Jere_Hargrove, Democratic Party (United States), 1, 0, None, 1946 
Jere_Schuler, Republican Party (United States), 0, 0, None, 1934 
Jere_Strittmatter, Republican Party (United States), 0, 0, None, 1950 
Jere_Wood, Republican Party (United States), 0, 0, None, None 
Jeremiah_Clemens, Democratic Party (United States), 0, 0, None, 1814 
Jeremiah_Crowley_(politician), Democratic Party (United States), 0, 0, None, 1832 
Jeremiah_Davis, Republican Party (United States), 0, 0, None, 1826 
Jeremiah_Denton, Republican Party (United States), 0, 0, Catholic Church, 1924 
Jeremiah_Donovan, Democratic Party (United States), 0, 0, None, 1857 
Jeremiah_E._Cary, Democratic Party (United States), 0, 0, None, 1803 
Jeremiah_E._Joyce, Democratic Party (United States), 0, 0, None, 1943 
Jeremiah_E._O'Connell, Democratic Party (United States), 0, 0, None, 1883 
Jeremiah_Haralson, Republican Party (United States), 0, 0, None, 1846 
Jeremiah_McLain_Rusk, Republican Party (United States), 0, 0, None, 1830 
Jeremiah_O'Grady, Democratic Party (United States), 0, 0, None, 1970 
Jeremiah_Russell, Democratic Party (United States), 0, 0, None, 1786 
Jeremiah_S._Bacon, Democratic Party (United States), 0, 0, None, 1858 
Jeremiah_S._Black, Democratic Party (United States), 0, 1, None, 1810 
Jeremy_Bernard, Democratic Party (United States), 0, 0, None, 1961 
Jeremy_Fischer_(politician), Democratic Party (United States), 0, 0, None, 1980 
Jeremy_Gillam, Republican Party (United States), 0, 0, Southern Baptist Convention, 1976 
Jeremy_Harris, Democratic Party (United States), 0, 0, None, 1950 
Jeremy_Hutchinson_(politician), Republican Party (United States), 0, 0, None, 1974 
Jeremy_Moss, Democratic Party (United States), 0, 0, None, 1986 
Jeremy_Nordquist, Democratic Party (United States), 0, 0, None, 1981 
Jeremy_Oden, Republican Party (United States), 0, 0, Methodism, 1968 
Jeremy_Peterson_(politician), Republican Party (United States), 0, 0, None, None 
Jeremy_Ring, Democratic Party (United States), 0, 0, Judaism, 1970 
Jeremy_Thiesfeldt, Republican Party (United States), 0, 0, None, 1966 
Jeri_Kehn_Thompson, Republican Party (United States), 1, 0, United Church of Christ, 1966 
Jeri_Muoio, Democratic Party (United States), 0, 0, None, None 
Jerome_Ambro, Democratic Party (United States), 0, 0, None, 1928 
Jerome_B._Chaffee, Republican Party (United States), 0, 0, None, 1825 
Jerome_B._Lammers, Republican Party (United States), 0, 0, None, 1937 
Jerome_Cavanagh, Democratic Party (United States), 0, 0, Catholic Church, 1928 
Jerome_D._Mack, Democratic Party (United States), 0, 1, Judaism, 1920 
Jerome_Eddy, Democratic Party (United States), 0, 1, None, 1829 
Jerome_F._Donovan, Democratic Party (United States), 0, 0, None, 1872 
Jerome_F._Luebbers, Democratic Party (United States), 0, 0, None, None 
Jerome_Frank, Democratic Party (United States), 0, 0, Judaism, 1889 
Jerome_Horton, Democratic Party (United States), 0, 0, None, 1956 
Jerome_J._Shestack, Democratic Party (United States), 0, 0, Jews, 1923 
Jerome_Martin, Democratic Party (United States), 0, 0, None, 1908 
Jerome_R._Waldie, Democratic Party (United States), 0, 0, None, 1925 
Jerome_Stano, Democratic Party (United States), 0, 0, None, 1932 
Jerome_T._Hart, Democratic Party (United States), 0, 0, Catholic Church, 1932 
Jerome_X._O'Donovan, Democratic Party (United States), 0, 0, Catholic Church, None 
Jerome_Zeringue, Republican Party (United States), 0, 0, None, None 
Jerramiah_Healy, Democratic Party (United States), 0, 0, Catholic Church, 1950 
Jerrauld_Jones, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1954 
Jerris_Leonard, Republican Party (United States), 0, 0, None, 1931 
Jerrold_Nadler, Democratic Party (United States), 0, 0, Judaism, 1947 
Jerry_%22Truck%22_Gisclair, Democratic Party (United States), 0, 0, Catholic Church, 1948 
Jerry_Abramson, Democratic Party (United States), 0, 0, Judaism, 1946 
Jerry_Anderson_(politician), Republican Party (United States), 0, 0, None, 1935 
Jerry_Apodaca, Democratic Party (United States), 1, 0, Catholicism, 1934 
Jerry_Birmelin, Republican Party (United States), 0, 0, None, 1949 
Jerry_Bonnet, Republican Party (United States), 0, 0, None, None 
Jerry_Brady, Democratic Party (United States), 0, 0, Catholic Church, 1936 
Jerry_Brown, Democratic Party (United States), 1, 0, Catholic Church, 1938 
Jerry_Cannon, Democratic Party (United States), 0, 0, None, None 
Jerry_Climer, Republican Party (United States), 0, 0, None, 1941 
Jerry_Costello, Democratic Party (United States), 0, 0, Catholic Church, 1949 
Jerry_Costello_II, Democratic Party (United States), 0, 0, Catholic Church, 1969 
Jerry_D._Roe, Republican Party (United States), 0, 0, None, None 
Jerry_Dockham, Republican Party (United States), 0, 0, None, 1950 
Jerry_E._Hinshaw, Republican Party (United States), 0, 0, United Methodist Church, 1917 
Jerry_E._Patterson, Republican Party (United States), 0, 0, None, 1946 
Jerry_Ellis_(politician), Democratic Party (United States), 0, 0, United Methodist Church, 1946 
Jerry_Falwell, Republican Party (United States), 0, 2, Southern Baptist Convention, 1933 
Jerry_Fowler, Democratic Party (United States), 0, 0, ['Texas', 'Coushatta Louisiana', 'Beaumont Texas', 'Douglas Fowler', 'H. M. Fowler', 'American football', 'United Methodist Church', 'Bribery', 'Tax evasion', 'Dynasty'], 1940 
Jerry_Frangas, Democratic Party (United States), 0, 0, Christian, 1966 
Jerry_Govan,_Jr., Democratic Party (United States), 0, 0, None, 1958 
Jerry_Green_(politician), Democratic Party (United States), 0, 0, None, 1939 
Jerry_Hill_(politician), Democratic Party (United States), 0, 0, None, 1947 
Jerry_Huckaby, Democratic Party (United States), 0, 0, United Methodist Church, 1941 
Jerry_J._O'Connell, Democratic Party (United States), 0, 0, None, 1909 
Jerry_J._Shoener, Republican Party (United States), 0, 0, None, 1927 
Jerry_Kilgore_(politician), Republican Party (United States), 0, 0, Methodism, 1961 
Jerry_Kleczka, Democratic Party (United States), 0, 0, None, 1943 
Jerry_Klein, Republican Party (United States), 0, 0, None, 1951 
Jerry_Knowles, Republican Party (United States), 0, 0, None, None 
Jerry_Kremer, Democratic Party (United States), 0, 0, None, 1935 
Jerry_Krummel, Republican Party (United States), 0, 0, None, None 
Jerry_L._Mitchell, Republican Party (United States), 0, 0, Christian, 1942 
Jerry_L._Nailor, Republican Party (United States), 0, 0, Lutheranism, 1946 
Jerry_Lewis_(Arizona_politician), Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, None 
Jerry_Lewis_(California_politician), Republican Party (United States), 0, 0, Presbyterianism, 1934 
Jerry_Litton, Democratic Party (United States), 0, 0, None, 1937 
Jerry_Luke_LeBlanc, Democratic Party (United States), 0, 0, None, 1956 
Jerry_Lundergan, Democratic Party (United States), 0, 0, Catholic Church, None 
Jerry_M._Patterson, Democratic Party (United States), 0, 0, None, 1934 
Jerry_McNerney, Democratic Party (United States), 0, 0, Catholic Church, 1951 
Jerry_Moran, Republican Party (United States), 0, 0, Methodism, 1954 
Jerry_O'Neil_(politician), Republican Party (United States), 0, 0, None, 1943 
Jerry_O'Shaughnessy, Democratic Party (United States), 0, 0, None, 1906 
Jerry_Oberholtzer, Republican Party (United States), 0, 0, Catholic Church, 1959 
Jerry_Ortiz_y_Pino, Democratic Party (United States), 0, 0, Catholic Church, 1942 
Jerry_Pappert, Republican Party (United States), 0, 0, None, 1963 
Jerry_Parisella, Democratic Party (United States), 0, 0, None, None 
Jerry_Paxton, Republican Party (United States), 0, 0, None, None 
Jerry_Petrowski, Republican Party (United States), 0, 0, None, 1950 
Jerry_Pettis, Republican Party (United States), 1, 0, Seventh-day Adventist Church, 1916 
Jerry_Regier, Republican Party (United States), 0, 0, None, None 
Jerry_Sadler, Democratic Party (United States), 0, 0, None, 1907 
Jerry_Sandel, Democratic Party (United States), 0, 0, None, 1942 
Jerry_Sanders_(politician), Republican Party (United States), 0, 0, None, 1950 
John_E._Peterson, Republican Party (United States), 0, 0, Methodism, 1938 
John_E._Potter, Republican Party (United States), 0, 0, None, None 
John_E._Powers, Democratic Party (United States), 0, 0, None, 1910 
John_E._Rankin, Democratic Party (United States), 0, 0, None, 1882 
John_E._Reyburn, Republican Party (United States), 0, 0, None, 1845 
John_E._Rickards, Republican Party (United States), 0, 0, Methodism, 1848 
John_E._Russell, Democratic Party (United States), 0, 0, None, 1834 
John_E._Sanford, Republican Party (United States), 0, 0, None, None 
John_E._Sununu, Republican Party (United States), 0, 0, Catholic Church, 1964 
John_E._Sweeney, Republican Party (United States), 0, 0, Catholic Church, 1955 
John_E._Thrasher, Republican Party (United States), 0, 0, Presbyterianism, 1943 
John_E._Weeks, Republican Party (United States), 0, 0, None, 1853 
John_E._White, Republican Party (United States), 0, 0, None, 1873 
John_Early_(politician), Republican Party (United States), 0, 0, None, 1828 
John_Eaton_(politician), Democratic Party (United States), 1, 0, None, 1790 
John_Edwards, Democratic Party (United States), 1, 1, United Methodist Church, 1953 
John_Edwards_(Rhode_Island_politician), Democratic Party (United States), 0, 0, Catholic Church, 1958 
John_Edwin_Holmes, Democratic Party (United States), 0, 0, None, 1809 
John_Ehrlichman, Republican Party (United States), 0, 0, Christian Science, 1925 
John_Eichelberger, Republican Party (United States), 0, 0, Church of the Brethren, 1958 
John_Eisenhower, Republican Party (United States), 0, 0, None, 1922 
John_Eklund, Republican Party (United States), 0, 0, None, None 
John_Eklund,_Jr., Republican Party (United States), 0, 0, None, None 
John_Ellem, Republican Party (United States), 0, 0, None, 1967 
John_Ellis_Martineau, Democratic Party (United States), 0, 0, None, 1873 
John_Ellison_(politician), Republican Party (United States), 0, 0, None, None 
John_Elton_Coon, Democratic Party (United States), 0, 0, United Methodist Church, 1907 
John_Emory_Andrus, Republican Party (United States), 0, 0, None, 1841 
John_Engen, Democratic Party (United States), 0, 0, None, None 
John_Engler, Republican Party (United States), 1, 0, Catholic Church, 1948 
John_Ensign, Republican Party (United States), 0, 0, International Church of the Foursquare Gospel, 1958 
John_Esp, Republican Party (United States), 0, 0, None, None 
John_Eugene_Osborne, Democratic Party (United States), 0, 0, None, 1858 
John_Ewing_(Nebraska), Democratic Party (United States), 0, 0, None, 1961 
John_F._Andrew, Democratic Party (United States), 0, 0, None, 1850 
John_F._Campbell_(politician), Democratic Party (United States), 0, 0, Catholic Church, 1954 
John_F._Carew, Democratic Party (United States), 0, 0, Catholic Church, 1873 
John_F._Collins, Democratic Party (United States), 0, 0, None, 1919 
John_F._Cordisco, Democratic Party (United States), 0, 0, None, None 
John_F._Cosgrove, Democratic Party (United States), 0, 0, Catholicism, 1949 
John_F._Cox, Democratic Party (United States), 0, 0, None, 1955 
John_F._Dezendorf, Republican Party (United States), 0, 0, None, 1834 
John_F._Driggs, Republican Party (United States), 0, 0, None, 1813 
John_F._Dryden, Republican Party (United States), 0, 0, None, 1839 
John_F._Fitzgerald, Democratic Party (United States), 0, 0, None, 1863 
John_F._Follett, Democratic Party (United States), 0, 0, None, 1831 
John_F._Forward,_Jr., Republican Party (United States), 0, 0, None, 1876 
John_F._Forward,_Sr., Republican Party (United States), 0, 0, None, 1851 
John_F._Godbee, Democratic Party (United States), 0, 0, None, 1926 
John_F._Harris_(Illinois), Democratic Party (United States), 0, 0, None, 1962 
John_F._Hartranft, Republican Party (United States), 0, 0, None, 1830 
John_F._Hayes_(Kansas_legislator), Republican Party (United States), 0, 0, Catholicism, 1919 
John_F._Hunter, Democratic Party (United States), 0, 0, None, 1896 
John_F._Keenan_(state_senator), Democratic Party (United States), 0, 0, None, None 
John_F._Kennedy, Democratic Party (United States), 1, 3, Catholic Church, 1917 
John_F._Lacey, Republican Party (United States), 0, 0, None, 1841 
John_F._Lewis, Republican Party (United States), 0, 0, None, 1818 
John_F._McBurney_III, Democratic Party (United States), 0, 0, None, 1950 
John_F._McKeon, Democratic Party (United States), 0, 0, None, 1958 
John_F._McKinney, Democratic Party (United States), 0, 0, None, 1827 
John_F._Nugent, Democratic Party (United States), 0, 0, None, 1868 
John_F._Oglevee, Republican Party (United States), 0, 0, None, 1840 
John_F._Parker, Republican Party (United States), 0, 0, None, 1907 
John_F._Quinn, Democratic Party (United States), 0, 0, None, 1963 
John_F._Ryan, Democratic Party (United States), 0, 0, None, 1848 
John_F._Seiberling, Democratic Party (United States), 0, 0, None, 1918 
John_F._Seymour, Republican Party (United States), 0, 0, None, 1937 
John_F._Simms, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1916 
John_F._Slade_III, Democratic Party (United States), 0, 0, None, 1943 
John_F._Starr, Republican Party (United States), 0, 0, None, 1818 
John_F._Thompson, Democratic Party (United States), 0, 0, None, 1920 
John_F._Tierney, Democratic Party (United States), 0, 0, None, 1951 
John_F._White,_Jr., Democratic Party (United States), 0, 0, None, 1949 
John_F._Wood,_Jr., Democratic Party (United States), 0, 0, Christian, 1936 
John_Fairfield, Democratic Party (United States), 0, 0, None, 1797 
John_Farmer,_Jr., Republican Party (United States), 0, 0, None, 1957 
John_Faso, Republican Party (United States), 0, 0, Catholic Church, 1952 
John_Fernandez_(Indiana_politician), Democratic Party (United States), 1, 0, None, 1953 
John_Fetterman_(politician), Democratic Party (United States), 0, 0, None, None 
John_Fetzer_(politician), Democratic Party (United States), 0, 0, None, 1840 
John_Fichter, Republican Party (United States), 0, 0, None, 1935 
John_Fishwick, Democratic Party (United States), 0, 0, Episcopal Church (United States), 1916 
John_Fleming_(American_politician), Republican Party (United States), 0, 0, Southern Baptist Convention, 1951 
John_Flerlage, Democratic Party (United States), 0, 0, None, 1958 
John_Fonfara, Democratic Party (United States), 0, 0, None, 1955 
John_Ford_House, Democratic Party (United States), 0, 0, None, 1827 
John_Forrest_Dillon, Republican Party (United States), 0, 0, None, 1831 
John_Forsyth_(Georgia), Democratic Party (United States), 0, 0, None, 1780 
John_Foster_Dulles, Republican Party (United States), 0, 2, Presbyterianism, 1888 
John_Foust, Democratic Party (United States), 0, 0, None, None 
John_Fox_(congressman), Democratic Party (United States), 0, 0, Catholic Church, 1835 
John_Francis_Hylan, Democratic Party (United States), 0, 0, Catholic Church, 1868 
John_Francis_Kennedy, Democratic Party (United States), 0, 0, None, 1905 
John_Francis_Wheaton, Republican Party (United States), 0, 0, None, 1866 
John_Franklin_Alexander_Strong, Democratic Party (United States), 0, 0, None, 1856 
John_Franklin_Fort, Republican Party (United States), 0, 0, None, 1852 
John_Franklin_Miller_(senator), Republican Party (United States), 0, 0, None, 1831 
John_Franklin_Rixey, Democratic Party (United States), 0, 0, None, 1854 
John_Freeman_(Wyoming_politician), Democratic Party (United States), 0, 0, None, 1954 
John_Fritchey, Democratic Party (United States), 0, 0, Catholic Church, 1964 
John_Frullo, Republican Party (United States), 0, 0, United Methodist Church, 1962 
John_Fusco_(politician), Republican Party (United States), 0, 0, Catholic Church, 1937 
John_G._Bergen, Republican Party (United States), 0, 0, Dutch Reformed Church, 1814 
John_G._Breslin, Democratic Party (United States), 0, 0, None, None 
John_G._Campbell, Democratic Party (United States), 0, 0, None, 1827 
John_G._Carlisle, Democratic Party (United States), 0, 0, None, 1834 
John_G._Cooper, Republican Party (United States), 0, 0, None, 1872 
John_G._Davis, Democratic Party (United States), 0, 0, None, 1810 
John_G._Fary, Democratic Party (United States), 0, 0, None, 1911 
John_G._Gary, Republican Party (United States), 0, 0, Methodism, 1943 
John_G._Good, Republican Party (United States), 0, 0, None, 1926 
John_G._King_(politician), Democratic Party (United States), 0, 0, None, 1942 
John_G._Levi, Democratic Party (United States), 0, 0, None, 1948 
John_G._McCullough, Republican Party (United States), 0, 0, Congregational church, 1835 
John_G._Mulroe, Democratic Party (United States), 0, 0, None, 1959 
John_G._Price, Republican Party (United States), 0, 0, Catholic Church, 1871 
John_G._Richardson, Democratic Party (United States), 0, 0, Catholic Church, 1957 
John_G._Rowland, Republican Party (United States), 0, 0, None, 1957 
John_G._Sargent, Republican Party (United States), 0, 0, Universalism, 1860 
John_G._Schwegmann, Democratic Party (United States), 0, 1, Catholic Church, 1911 
John_G._Townsend,_Jr., Republican Party (United States), 0, 0, United Methodist Church, 1871 
John_G._Trueschler, Republican Party (United States), 0, 0, None, 1957 
John_G._Warwick, Democratic Party (United States), 0, 0, None, 1830 
John_Galbraith_(Ohio_politician), Republican Party (United States), 0, 0, None, 1923 
John_Galloway_(American_politician), Democratic Party (United States), 0, 0, None, None 
John_Gallus_(politician), Republican Party (United States), 0, 0, None, None 
John_Gannon_(politician), Democratic Party (United States), 0, 0, None, None 
John_Garamendi, Democratic Party (United States), 0, 0, None, 1945 
John_Garcia_(politician), Republican Party (United States), 0, 0, None, 1928 
John_Gard, Republican Party (United States), 1, 0, None, 1963 
John_Gardner_Ford, Republican Party (United States), 0, 0, None, 1952 
John_Garland_Pollard, Democratic Party (United States), 0, 0, Baptists, 1871 
John_Gary_Evans, Democratic Party (United States), 0, 0, None, 1863 
John_Garza, Republican Party (United States), 0, 0, Christianity, 1955 
John_Gates_(Portland_mayor), Republican Party (United States), 0, 0, None, 1827 
John_Gayle_(Alabama), Democratic Party (United States), 0, 0, None, 1792 
John_George,_Jr., Democratic Party (United States), 0, 0, None, 1946 
John_George_(California_politician), Democratic Party (United States), 0, 0, None, None 
John_Gerald_Milton, Democratic Party (United States), 0, 0, None, 1881 
John_Gilbert_Winant, Republican Party (United States), 0, 0, None, 1889 
John_Glenn, Democratic Party (United States), 1, 0, Presbyterianism, 1921 
John_Goedde, Republican Party (United States), 0, 0, None, 1949 
John_Goff_Ballentine, Democratic Party (United States), 0, 0, None, 1825 
John_Goode, Democratic Party (United States), 0, 0, None, 1829 
John_Green_(judge), Republican Party (United States), 0, 0, Presbyterianism, 1807 
John_Green_Brady, Republican Party (United States), 0, 0, None, 1847 
John_Grisham__Mississippi__1, Democratic Party (United States), 0, 0, None, None 
John_Groppo, Democratic Party (United States), 0, 0, None, 1921 
John_Grubesic, Democratic Party (United States), 0, 0, None, 1965 
John_H._Addams, Republican Party (United States), 0, 2, None, 1822 
John_H._Bagley,_Jr., Democratic Party (United States), 0, 0, None, 1832 
John_H._Bankhead, Democratic Party (United States), 0, 0, None, 1842 
John_H._Bankhead_II, Democratic Party (United States), 0, 0, Methodism, 1872 
John_H._Bartlett, Republican Party (United States), 0, 0, Methodism, 1869 
John_H._Burleigh, Republican Party (United States), 0, 0, None, 1822 
John_H._Buschemeyer, Democratic Party (United States), 0, 0, None, 1869 
John_H._Campbell, Republican Party (United States), 0, 0, Presbyterianism, 1868 
John_H._Carrington, Republican Party (United States), 0, 0, None, 1934 
John_H._Catron, Republican Party (United States), 0, 0, None, 1865 
John_H._Corcoran, Democratic Party (United States), 0, 0, None, 1897 
John_H._Crockett, Democratic Party (United States), 0, 0, Presbyterianism, 1864 
John_H._Devlin, Democratic Party (United States), 0, 0, None, 1891 
John_H._Doyle, Republican Party (United States), 0, 0, None, 1844 
John_H._Eastman, Democratic Party (United States), 0, 0, None, 1861 
John_H._Evins, Democratic Party (United States), 0, 0, None, 1830 
John_H._Foster, Republican Party (United States), 0, 0, None, 1862 
John_H._Frey, Republican Party (United States), 0, 0, Catholic Church, 1963 
John_H._Gear, Republican Party (United States), 0, 0, None, 1825 
John_H._Gibson, Republican Party (United States), 0, 0, None, 1959 
John_H._Hager, Republican Party (United States), 0, 0, None, 1936 
John_H._Hamilton,_Jr., Republican Party (United States), 0, 0, None, 1919 
John_H._Heitmann, Democratic Party (United States), 0, 0, Lutheranism, None 
John_H._Hoffecker, Republican Party (United States), 0, 0, None, 1827 
John_H._Lamneck, Democratic Party (United States), 0, 0, None, 1891 
John_H._Land, Republican Party (United States), 0, 0, Presbyterianism, 1920 
John_H._Lee_(Connecticut), Democratic Party (United States), 0, 0, None, 1850 
John_H._Light, Republican Party (United States), 0, 0, Congregational church, 1855 
John_H._Mickey, Republican Party (United States), 0, 0, None, 1845 
John_H._Mitchell, Republican Party (United States), 0, 0, None, 1835 
John_H._Mulroy, Republican Party (United States), 0, 0, None, 1925 
John_H._Overton, Democratic Party (United States), 0, 0, None, 1875 
John_H._Pugh, Republican Party (United States), 0, 0, None, 1827 
John_H._Reed, Republican Party (United States), 1, 0, None, 1921 
John_H._Rice, Republican Party (United States), 0, 0, None, None 
John_H._Rogers, Democratic Party (United States), 0, 0, None, 1964 
John_H._Rousselot, Republican Party (United States), 0, 0, None, 1927 
John_H._Sununu, Republican Party (United States), 0, 0, Greek Orthodox Church of Antioch, 1939 
John_H._Terry, Republican Party (United States), 0, 0, None, 1924 
John_H._Trumbull, Republican Party (United States), 0, 0, None, 1873 
John_H._Ware_III, Republican Party (United States), 0, 0, None, 1908 
John_H._Waterhouse, Republican Party (United States), 0, 0, None, 1870 
John_H._Wilson_(Hawaii), Democratic Party (United States), 1, 0, Congregational church, 1871 
John_Hagans, Republican Party (United States), 0, 0, None, 1838 
John_Hailey, Democratic Party (United States), 0, 0, None, 1835 
John_Hall_(New_York_politician), Democratic Party (United States), 0, 0, Catholic Church, 1948 
John_Hall_Buchanan,_Jr., Republican Party (United States), 0, 0, Southern Baptist Convention, 1928 
John_Hambrick_(politician), Republican Party (United States), 0, 0, None, 1945 
John_Hamre, Republican Party (United States), 0, 0, Lutheranism, 1950 
John_Hancock_(Texas_politician), Democratic Party (United States), 0, 0, Episcopal Church (United States), 1824 
John_Hanger, Democratic Party (United States), 0, 0, None, 1957 
John_Hardy_(US_politician), Democratic Party (United States), 0, 0, None, 1835 
John_Harris_(Alaska_politician), Republican Party (United States), 0, 0, None, 1957 
John_Harvey_Lowery, Republican Party (United States), 0, 0, None, 1860 
John_Hastert, Democratic Party (United States), 0, 0, Catholic Church, 1958 
John_Hastings_(Ohio), Democratic Party (United States), 0, 0, None, None 
John_Hay, Republican Party (United States), 0, 1, None, 1838 
John_Hemphill_(senator), Democratic Party (United States), 0, 0, None, 1803 
John_Henninger_Reagan, Democratic Party (United States), 0, 0, Methodism, 1818 
John_Henry_Hubbard, Republican Party (United States), 0, 0, None, 1804 
John_Henry_Kinkead, Republican Party (United States), 0, 0, None, 1826 
John_Henry_Kyl, Republican Party (United States), 0, 1, None, 1919 
John_Henry_Whallen, Democratic Party (United States), 0, 0, Catholicism, 1850 
John_Henson_(politician), Democratic Party (United States), 0, 0, None, None 
John_Herman_Dent, Democratic Party (United States), 0, 0, None, 1908 
John_Hickenlooper, Democratic Party (United States), 1, 0, Quakers, 1952 
John_Hieftje, Democratic Party (United States), 0, 0, None, None 
John_Hill_(New_Jersey_politician), Republican Party (United States), 0, 0, None, 1821 
John_Hines_(Wyoming_politician), Republican Party (United States), 0, 0, None, 1936 
John_Hines_(politician), Democratic Party (United States), 0, 0, None, 1966 
John_Holdren, Democratic Party (United States), 0, 0, None, 1944 
John_Hope_Anderson, Republican Party (United States), 0, 0, None, 1912 
John_Hornaman, Democratic Party (United States), 0, 0, None, 1947 
John_Hostettler, Republican Party (United States), 0, 0, General Association of General Baptists, 1961 
John_Houston_Savage, Democratic Party (United States), 0, 0, None, 1815 
John_How, Democratic Party (United States), 0, 0, None, None 
John_Howard_Allen, Democratic Party (United States), 0, 0, None, None 
John_Howard_Pyle, Republican Party (United States), 0, 0, None, 1906 
John_Hubbard_(Maine_politician), Democratic Party (United States), 0, 0, None, 1794 
John_Hubert_Hall, Republican Party (United States), 0, 0, Episcopal Church (United States), 1899 
John_Huffman_(politician), Republican Party (United States), 0, 0, None, None 
John_Hugh_Means, Democratic Party (United States), 0, 0, None, 1812 
John_Hugya, Democratic Party (United States), 0, 0, None, None 
John_Humphrey_(Illinois), Republican Party (United States), 0, 0, None, 1838 
John_Hunn_(governor), Republican Party (United States), 0, 0, Quakers, 1849 
John_Hunt_Udall, Republican Party (United States), 0, 0, The Church of Jesus Christ of Latter-day Saints, 1889 
John_Hutchins, Republican Party (United States), 0, 0, None, 1812 
John_Huyler, Democratic Party (United States), 0, 0, None, 1808 
John_Hynes_(politician), Democratic Party (United States), 0, 0, None, 1897 
John_I._Cox, Democratic Party (United States), 0, 0, None, 1855 
John_I._McMonagle, Democratic Party (United States), 0, 0, None, 1913 
John_I._Mitchell, Republican Party (United States), 0, 0, None, 1838 
John_I._Rinaker, Republican Party (United States), 0, 0, None, 1830 
John_Ingram_(politician), Democratic Party (United States), 0, 0, Methodism, 1929 
John_Isaac_Moore, Democratic Party (United States), 0, 0, None, 1856 
John_J._Adams, Democratic Party (United States), 0, 0, None, 1848 
John_J._Babka, Democratic Party (United States), 0, 0, Catholic Church, 1884 
John_J._Bagley, Republican Party (United States), 0, 0, Unitarianism, 1832 
John_J._Barton, Democratic Party (United States), 0, 0, None, 1906 
John_J._Blaine, Republican Party (United States), 0, 0, None, 1875 
John_J._Boylan, Democratic Party (United States), 0, 0, None, 1878 
John_J._Buckley, Democratic Party (United States), 0, 0, None, 1916 
John_J._Buckley_(sheriff), Republican Party (United States), 0, 0, None, None 
John_J._Burzichelli, Democratic Party (United States), 0, 0, None, 1954 
John_J._Cain, Democratic Party (United States), 0, 0, None, 1861 
